If	Then	Confidence
B00I5RBJ32	B0042Z74VM	0.50
B004AI3XUM	B00KQF64EU	1.00
B000R4KNE2	B07GB8PQYH	1.00
B003QHZAKO	B00236ZCMK	1.00
B01KU4LRW0	B001V51SIG	0.67
B002B57MA8	B07LBZVCQT	0.67
B008DD510A	B008DD5114	0.67
B00BJH3JVA	B000H3T5HO	1.00
B00J4JWL4G	B074N78SXG	0.67
B002YAGIOG	B01HNOIS4A	1.00
B000H3T5HO	B000A0UO0G	0.57
B01KU4LRW0	B00YS65KTS	1.00
B07JKZR4BP	B003QHZAKO	0.50
B00567KJ6C	B076BQDH8N	1.00
B00IP8Q9KE	B000H3NRPK	1.00
B00LCVVDOI	B002B57MA8	0.60
B007P28FN0	B01HNOIS4A	1.00
B004AI3XUM	B004661X8W	1.00
B07FSNQKQ4	B01N16WPP5	1.00
B019NGYG2E	B00MDU0XCA	1.00
B013Y79ZJ2	B01EV7JN5K	1.00
B0030552C8	B00UM239Y0	1.00
B007KFQ3E0	B001RNO30W	1.00
B00MDU0XCA	B00IP8Q9KE	0.75
B000H3NRPK	B07JKZR4BP	0.67
B00IP8Q9KE	B00236ZCMK	1.00
B000H67LEA	B000H3T5HO	0.75
B01FR8IDFI	B00OQ7R9DE	1.00
B000H3VFLS	B07JHBBGQ9	1.00
B07DYQXKWY	B07BSV262S	1.00
B012S37HQ6	B00KX22PBC	1.00
B01FI68VQA	B01KU4LRW0	1.00
B00BZ5S9QG	B07BR6RMYS	0.67
B001M5CSW0	B00IYP3E9W	1.00
B07JKZR4BP	B00BZ5PE64	0.50
B011W56OXS	B06WW5SZLV	1.00
B01I5QJDZ8	B01FQUHACY	1.00
B0087UKLR2	B00BJH3JT2	0.67
B002KJ3A74	B07BP31RLV	0.67
B01LQP6VTG	B00MDU0XCA	1.00
B01ENRXHLO	B011W56OXS	1.00
B00BJH4NXS	B00BMDAEHS	1.00
B00W9DYAIY	B07D1TRJ94	1.00
B00R9X97YG	B00FB3JHVO	1.00
B01ENRXHLO	B008DD51O6	1.00
B01FR8IDFI	B013Y79ZJ2	1.00
B00YS65KTS	B01KU4LRW0	1.00
B000H67LEA	B000H3NRPK	0.75
B01N2OZV41	B01EV7JN5K	1.00
B008DD510A	B01KBF01FM	0.67
B00IYP3E9W	B000WNL1G2	1.00
B074MN5RRD	B00YS65KTS	1.00
B00BG34FKG	B000H3NRPK	0.83
B075FY33QD	B004661X8W	1.00
B01NAZENBS	B0030552C8	1.00
B01LQP6VTG	B00BZ5S9QG	0.67
B000YPMJF0	B00LCVVDOI	1.00
B000A0UO0G	B00TDNNUMK	0.50
B00P2D5U7I	B00KX22PBC	1.00
B003IC4W6A	B01I5QJDZ8	0.67
B00T6J4IQI	B003A7PB5Y	1.00
B000H67LEA	B00236ZCMK	0.50
B01FI68VQA	B003E8ZORY	1.00
B00318CBS2	B01HNOIS4A	1.00
B00WO3ML6C	B07J4VF2C8	0.67
B00KQF64EU	B00KQF4VZY	1.00
B003QHZARM	B07B7L8C6K	1.00
B00KX22PBC	B012S37HQ6	1.00
B07C5F6YDF	B000000XB8	1.00
B07BP31RLV	B01LQP6VTG	1.00
B00BG34FKG	B002N3CE0Q	0.50
B007P28FN0	B00W9DYBDS	1.00
B0087UHZ9O	B002B57MA8	1.00
B002N3CE0Q	B00BJH25Y2	0.67
B01LF76SJS	B007P28FN0	1.00
B00KX22PBC	B009A882D0	1.00
B07532QVC5	B00IYP3E9W	1.00
B01FI68VQA	B00WO3ML6C	1.00
B01KU4LRW0	B06XRSGM2R	1.00
B00YS65KTS	B003E8ZORY	1.00
B013Y79ZJ2	B00T6J4IQI	0.67
B01EV7JN5K	B00YS65KTS	1.00
B00IMSWSZ2	B00BZ5S9TI	0.67
B06WW5SZLV	B00T6J4IQI	0.67
B00BZ5S9TI	B07BR6RMYS	0.67
B00IP8Q9KE	B07BP31RLV	0.67
B003QHZDW4	B00BJH4NWO	0.67
B01I5QJDZ8	B01KU4LRW0	1.00
B07FXN39TM	B0042ZG2K6	1.00
B000H3NRPK	B00IP8Q9KE	0.50
B00TDNNUMK	B00BG34FKG	1.00
B07GB8PQYH	B000WCSAN0	1.00
B01KU4LRW0	B00T6JFPBK	0.67
B01KWX8NU8	B07LBZVCQT	0.50
B01NC0KC30	B0089B1YSE	1.00
B001RNO30W	B00W9DYBDS	1.00
B001SES07C	B00KX22PBC	1.00
B00WO3ML6C	B001V51SIG	0.67
B003QHZDW4	B002N3CE0Q	0.67
B01LF76SJS	B001SES07C	1.00
B00009NQW1	B07DC8BR3B	1.00
B0765CR135	B01I5QJDZ8	1.00
B07C54FVYJ	B00236ZCMK	1.00
B01C8MOSSC	B015LYRCFK	1.00
B00IKCMPB2	B01BVF5CN2	1.00
B00W9DYBDS	B00318CBS2	1.00
B07D1TRJ94	B012S37HQ6	0.83
B06XRSGM2R	B06WW5SZLV	1.00
B07LBZVCQT	B07FXN39TM	0.67
B074MN5RRD	B06XRSGM2R	1.00
B07D1TRJ94	B009A882D0	0.83
B01I5QJDZ8	B003E8ZORY	1.00
B002UDUPP0	B07LBZVCQT	0.50
B00NVKOEV2	B00BJH25Y2	0.67
B07LBZVCQT	B019NGYG2E	0.67
B01ENRXHLO	B013Y79ZJ2	1.00
B00BG34G3C	B002N3CE0Q	0.50
B00BG34G3C	B00BZ5S9QG	0.50
B00T6JFPBK	B008DD51O6	1.00
B00FB3JHVO	B07B7L8C6K	1.00
B00IMSX0QS	B000ZQ667A	1.00
B00BJH4NWO	B002UDUPP0	1.00
B0087UHZ9O	B001E2R2M2	1.00
B003QHZDW4	B001E2R2M2	1.00
B008DD51O6	B00T6J4IQI	0.67
B00IMSWSZ2	B00LCVVDOI	0.67
B07J4VF2C8	B008DD5114	1.00
B007KFQ3E0	B07CM33RK6	1.00
B07JKZR4BP	B003QHZDW4	0.75
B00P2D5U7I	B07BT98MVN	1.00
B01N16WPP5	B07FSNQKQ4	1.00
B07LBZVCQT	B00BJH25Y2	0.67
B007P28FN0	B01M3R75G6	1.00
B07KGHWV65	B000H3NRPK	1.00
B003A7PB5Y	B011W56OXS	1.00
B01H5RFYT2	B01EV7JN5K	1.00
B01EV7JN5K	B074MNNW5T	1.00
B07C54FVYJ	B003S3SPZS	1.00
B00BZ5S9TI	B00BG34FKG	1.00
B01N2OZV41	B00OQ7R9DE	1.00
B000HG8XXS	B003VR4XH0	1.00
B000H3VFLS	B00JMBDTWO	1.00
B01NAZEPPF	B074N78SXG	1.00
B01ENRXHLO	B06WW5SZLV	1.00
B075VFSLF2	B000PLTLNG	1.00
B01KU4LRW0	B003A7PB5Y	1.00
B00T6JFPBK	B00WO3ML6C	1.00
B01LF76SJS	B005TS13Y0	1.00
B07GB8PQYH	B003ITL74S	1.00
B012S37HQ6	B009A882D0	1.00
B07C9RTFWS	B00IP8Q9KE	0.67
B01H5RFYT2	B01IVEI1WA	0.67
B002KJ3A74	B000A0UO0G	0.67
B0087UKLR2	B01KWX8NU8	0.67
B00W9DYAIY	B00318CBS2	1.00
B00OQ7R9DE	B016C9GLBY	1.00
B0089B1YSE	B0030552C8	1.00
B00I5RKX02	B00F8JH15U	1.00
B06XRSGM2R	B00YS65KTS	1.00
B07C5F6YDF	B003AIKE3C	1.00
B0006GK6YS	B01N8VPAQG	1.00
B008DD510A	B01FR8IDFI	1.00
B01EV7JN5K	B00I5RKX02	0.67
B01C7YZN1C	B00YS65KTS	1.00
B008DD5114	B008DD51O6	1.00
B003IC4W6A	B00F8JH15U	0.67
B013Y79ZJ2	B01N2OZV41	0.67
B074MNNW5T	B01KBF01FM	0.67
B074QMGVML	B002N3CE0Q	1.00
B004GGU9QY	B00P2D5U7I	1.00
B07LBZVCQT	B00WFAGA7A	0.67
B00BG34G3C	B00MDU0XCA	0.67
B00R9X9Q56	B001E2R2M2	1.00
B008DD510A	B003IC4W6A	1.00
B074MN5RRD	B003A7PB5Y	1.00
B011W56OXS	B00F8JH15U	0.67
B00001TOXD	B001E2R2M2	0.88
B00WFAGA7A	B01KWX8NU8	1.00
B001EVXRE0	B00KQF64EU	1.00
B00JMBDN8O	B00R9X97YG	0.67
B00T6JFPBK	B0765CR135	1.00
B013Y79ZJ2	B07CRWD727	0.67
B003E8ZORY	B07CRWD727	0.67
B001M5CSW0	B000WNL1G2	1.00
B06WW5SZLV	B07CRWD727	0.67
B008DD51O6	B011W56OXS	1.00
B075VFSLF2	B00JMBDN8O	1.00
B00322XV8Q	B001E2R2M2	1.00
B000H3VFLS	B07B7L8C6K	1.00
B003A8H7NW	B07JHBBGQ9	1.00
B0030552C8	B074N78SXG	1.00
B00OQ7R9DE	B07C27N7WM	0.67
B07KGHTC97	B001E2R2M2	1.00
B001E2R2M2	B00BG34G3C	0.75
B00MDU0XCA	B001E2R2M2	1.00
B07JKZR4BP	B00IP8Q9KE	0.75
B00J9C5US2	B01NAZENBS	1.00
B00NVKOEV2	B000H3T5HO	1.00
B000PLTLNG	B00KQF64EU	0.67
B003IC4W6A	B008DD5114	0.67
B00004U3SS	B00BG34FKG	1.00
B075VFSLF2	B07B7L8C6K	1.00
B01ENRXHLO	B01I5QJDZ8	1.00
B00BZ5S9QG	B00BJH25Y2	0.67
B0087UKLR2	B000A0UO0G	1.00
B00UM239Y0	B00IKCMPAS	0.67
B0089B1YSE	B00BIGBAEK	1.00
B00BJH4NWO	B003S3SPZS	1.00
B001SES07C	B012S37HQ6	1.00
B00J9C5US2	B01NAZEPPF	1.00
B00T6JFPBK	B06WW5SZLV	1.00
B06XRSGM2R	B074MNNW5T	1.00
B001SES07C	B009A882D0	1.00
B016C9GLBY	B06WW5SZLV	1.00
B00JMBDTWO	B003A8H7NW	1.00
B01H5RFYT2	B00OQ7R9DE	1.00
B00CXOLAWI	B00009NQW1	1.00
B000H3NRPK	B0087UKLR2	0.50
B01C7YZN1C	B074MNNW5T	1.00
B011W56OXS	B008DD5114	0.67
B00IP8Q9KE	B003QHZAKO	0.67
B00NVKOEV2	B000H3NRPK	1.00
B00IP8Q9KE	B01KWX8NU8	1.00
B07J4VF2C8	B011W56OXS	1.00
B01M3R75G6	B003AIKE6E	1.00
B003AIKE6E	B003AIKE3C	1.00
B01M3R75G6	B01D10RT22	1.00
B003A7PB5Y	B06WW5SZLV	1.00
B0042U3F6A	B000H3NRPK	0.67
B00BJH3JT2	B00TDNNUMK	1.00
B00NVKOEV2	B00236ZCMK	1.00
B01H5RFYT2	B013Y79ZJ2	1.00
B00WO3ML6C	B003A7PB5Y	1.00
B000HG8XXS	B00BG34FKG	1.00
B015GPJF2C	B00GN3KC6U	0.67
B00BJH3JVA	B01KWX8NU8	1.00
B016C9GLBY	B01N2OZV41	0.67
B00F8JH15U	B003A7PB5Y	1.00
B00IMSWSZ2	B003S3SPZS	0.67
B01IVEI1WA	B011W56OXS	1.00
B01LQP6VTG	B00NVKOEV2	0.67
B008DD5114	B074MN5RRD	1.00
B015GPJF2C	B01LQP6VTG	1.00
B009A882D0	B00P2D5U7I	1.00
B003VR4XH0	B000H3T5HO	1.00
B000WNL1G2	B0006GK6YS	1.00
B01M3R75G6	B002YAGIOG	1.00
B01LX9T2O1	B004GGU9QY	1.00
B01FQUHACY	B01EV7JN5K	1.00
B07C9RTFWS	B00001TOXD	0.67
B07C9RTFWS	B000H3T5HO	0.67
B00236ZCMK	B00BZ5S9TI	0.60
B003QHZAKO	B00BZ5S9TI	1.00
B01EV7JN5K	B00OQ7R9DE	1.00
B00BJH3JT2	B0087UKLR2	1.00
B000H67LEA	B01KWX8NU8	0.50
B01N2OZV41	B003IC4W6A	1.00
B074MNNW5T	B008DD510A	1.00
B005TS13Y0	B003AIKE3C	1.00
B00BZ5S9TI	B07C54FVYJ	0.67
B01IVEI1WA	B07J4VF2C8	1.00
B00BMDAEHS	B01KWX8NU8	1.00
B00UM239Y0	B01BVF5CN2	0.67
B01NAZEPPF	B00J9C5US2	1.00
B003S3SPZS	B07C54FVYJ	1.00
B00236ZCMK	B015GPJF2C	0.60
B00WFAGA7A	B07LBZVCQT	1.00
B00KQF64EU	B07JHBBGQ9	1.00
B00WFAGA7A	B00LCVVDOI	1.00
B01KU4LRW0	B00WO3ML6C	1.00
B074QMGVML	B001E2R2M2	1.00
B003A7PB5Y	B00YS65KTS	1.00
B00BG34FKG	B00BMDAEHS	0.50
B003S3SPZS	B07JKZR4BP	1.00
B00BMDAEHS	B00NVKOEV2	0.67
B01D5CS5TM	B00001TOXD	1.00
B07CKZVG19	B01NAZENBS	1.00
B003IC4W6A	B01FI68VQA	0.67
B075FY33QD	B003A8H7NW	1.00
B00OQ7R9DE	B008DD510A	1.00
B00IKCMPAS	B0089B1YSE	1.00
B00IP8Q9KE	B015GPJF2C	1.00
B01C7YZN1C	B003A7PB5Y	1.00
B01D10RT22	B007KFQ3E0	1.00
B07CKZVG19	B01NAZEPPF	1.00
B00I5RBJ32	B07DM1QZ38	0.50
B011W56OXS	B01FI68VQA	0.67
B002YAGIOG	B001RNO30W	1.00
B00YS65KTS	B00T6J4IQI	0.67
B00WFAGA7A	B002UDUPP0	1.00
B00P2D5U7I	B01M3R75G6	1.00
B001EVXRE0	B075FY33QD	1.00
B007P28FN0	B001RNO30W	1.00
B07BT98MVN	B01HNOIS4A	1.00
B00WO3ML6C	B00I5RKX02	0.67
B01IVEI1WA	B0765CR135	1.00
B000A0UO0G	B00NVKOEV2	0.50
B074MN5RRD	B00WO3ML6C	1.00
B00T6JFPBK	B008DD5114	1.00
B07BXKYRN6	B00567KJ6C	1.00
B011W56OXS	B01C7YZN1C	0.67
B00567KJ6C	B00CXOLAWI	1.00
B002B4EAZY	B00BG34FKG	1.00
B00WO3ML6C	B01ENRXHLO	0.67
B0030552C8	B00J9C5US2	1.00
B00I5RKX02	B008DD510A	1.00
B016C9GLBY	B074MNNW5T	1.00
B00WO3ML6C	B01KU4LRW0	1.00
B00OQ7R9DE	B00YS65KTS	1.00
B00IP8Q9KE	B002KJ3A74	0.67
B07BRDZVK2	B005TS13Y0	1.00
B000000XB8	B00W9DYBDS	1.00
B00OQ7R9DE	B0765CR135	0.67
B00MDU0XCA	B07C9RTFWS	0.50
B00BG34G3C	B00BMDAEHS	0.50
B01ENRXHLO	B01IVEI1WA	1.00
B013O1T4NA	B01LF76SJS	1.00
B06XRSGM2R	B008DD510A	1.00
B01NAZENBS	B01NAZEPPF	1.00
B0765CR135	B016C9GLBY	1.00
B00BJH3JVA	B00LCVVDOI	1.00
B0084Z6WUK	B0056YN2CS	1.00
B01NC0KC30	B074N78SXG	1.00
B00WO3ML6C	B01IVEI1WA	0.67
B003A7PB5Y	B074MNNW5T	1.00
B0087UHZ9O	B00236ZCMK	1.00
B011W56OXS	B01FQUHACY	0.67
B01M3R75G6	B01LX9T2O1	1.00
B01FI68VQA	B01C7YZN1C	1.00
B000000XB8	B012S37HQ6	1.00
B00J9C5US2	B01NC0KC30	1.00
B00IMSWSZ2	B003QHZDW4	1.00
B07LBZVCQT	B00IMSWSZ2	0.67
B003QHZAKO	B00BJH4NWO	1.00
B003VR4XH0	B000HG8XXS	1.00
B000000XB8	B009A882D0	1.00
B004GGU9QY	B01M3R75G6	1.00
B007KFQ3E0	B002YAGIOG	1.00
B01FR8IDFI	B074MN5RRD	0.67
B00IYP3E9W	B07532QVC5	1.00
B00318CBS2	B001RNO30W	1.00
B00WO3ML6C	B01H5RFYT2	1.00
B003IC4W6A	B01FR8IDFI	1.00
B07BR6RMYS	B07FXN39TM	0.50
B00BJH3JVA	B002UDUPP0	1.00
B07C27N7WM	B008DD510A	1.00
B00BJH3JVA	B074QMGVML	1.00
B01LQP6VTG	B07KGHTC97	0.67
B00FB3JHVO	B00R9X97YG	0.67
B07JKZR4BP	B001E2R2M2	1.00
B00P2D5U7I	B003AIKE6E	1.00
B00P2D5U7I	B01D10RT22	1.00
B00BJH4NWO	B01LQP6VTG	1.00
B002N3CE0Q	B00BG34G3C	1.00
B01N2OZV41	B074MN5RRD	1.00
B002B57MA8	B000H67LEA	0.67
B00J4JWL4G	B00IKCMPB2	0.67
B0765CR135	B07J4VF2C8	1.00
B011W56OXS	B01FR8IDFI	1.00
B06XRSGM2R	B01KU4LRW0	1.00
B003ITL74S	B01KWX8NU8	0.80
B074QMGVML	B00BMDAEHS	1.00
B001E2R2M2	B003ITL74S	0.62
B00OQ7R9DE	B074MNNW5T	1.00
B01C7YZN1C	B01KU4LRW0	1.00
B07532QVC5	B00MDU0X7A	1.00
B002YAGIOG	B007KFQ3E0	1.00
B00KX22PBC	B001RNO30W	1.00
B0042ZG2K6	B00BG34G3C	0.67
B01FR8IDFI	B011W56OXS	1.00
B00BJH25Y2	B00NVKOEV2	1.00
B000A0UO0G	B00236ZCMK	0.75
B008DD510A	B01EV7JN5K	1.00
B00284B0AK	B01N8VPAQG	1.00
B003A7PB5Y	B01I5QJDZ8	0.67
B00GN3KC6U	B00BG34FKG	1.00
B001SES07C	B007KFQ3E0	1.00
B009A882D0	B002YAGIOG	1.00
B01HNOIS4A	B009A882D0	1.00
B00KX22PBC	B00W9DYAIY	1.00
B01FR8IDFI	B008DD51O6	1.00
B002N3CE0Q	B002B4EAZY	0.67
B07BSV262S	B07DYQXKWY	0.67
B00T6JFPBK	B01FI68VQA	1.00
B00001TOXD	B00236ZCMK	0.62
B01BVF5CN2	B00J4JWL4G	1.00
B00BJH4NWO	B003QHZDW4	1.00
B00BG34G3C	B00LCVVDOI	0.83
B001E2R2M2	B000H3T5HO	0.88
B00322XV8Q	B00236ZCMK	1.00
B002B57MA8	B000H3T5HO	1.00
B002B57MA8	B00001TOXD	1.00
